elapsed	bytes	Mbits/s			Total time: 1.115 s, Requests per second: 896.86
0.018	8239	3.49
0.004	8239	15.71
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.005	8239	12.57
0.001	8239	62.86
0.004	8239	15.71
0.001	8239	62.86
0.001	8239	62.86
0.007	8239	8.98
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.002	8239	31.43
0.009	8239	6.98
0.001	8239	62.86
0.004	8239	15.71
0.001	8239	62.86
0.001	8239	62.86
0.011	8239	5.71
0.003	8239	20.95
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.003	8239	20.95
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.029	8239	2.17
0.003	8239	20.95
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.005	8239	12.57
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.005	8239	12.57
0.003	8239	20.95
0.001	8239	62.86
0.003	8239	20.95
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.005	8239	12.57
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.004	8239	15.71
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.003	8239	20.95
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.003	8239	20.95
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.006	8239	10.48
0.002	8239	31.43
0.011	8239	5.71
0.003	8239	20.95
0.002	8239	31.43
0.002	8239	31.43
0.006	8239	10.48
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.009	8239	6.98
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.002	8239	31.43
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.004	8239	15.71
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.001	8239	62.86
0.002	8239	31.43
